VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2014,2014,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2015,2015,81.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2016,2016,81.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2017,2017,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2018,2018,81.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2019,2019,82.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2020,2020,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2005,2005,79.8,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2006,2006,80.1,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2007,2007,80.3,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2008,2008,80.5,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2009,2009,80.7,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2010,2010,80.8,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2011,2011,81,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2012,2012,81.2,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2013,2013,81.4,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2014,2014,81.5,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2015,2015,81.7,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2016,2016,81.7,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2017,2017,81.9,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2018,2018,81.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2019,2019,82.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2020,2020,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2005,2005,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2006,2006,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2007,2007,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2008,2008,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2009,2009,81,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2010,2010,81.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2011,2011,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2012,2012,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2013,2013,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2014,2014,82.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2015,2015,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2016,2016,82.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2017,2017,82.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2018,2018,82.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2019,2019,83,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2020,2020,83.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2005,2005,75,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2006,2006,75.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2007,2007,75.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2008,2008,75.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2009,2009,75.9,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2010,2010,76.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2011,2011,76.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2012,2012,76.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2013,2013,77.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2014,2014,77.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2015,2015,77.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2016,2016,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2017,2017,77.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2018,2018,77.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2019,2019,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2020,2020,76.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2005,2005,78.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2006,2006,79,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2007,2007,79.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2008,2008,79.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2009,2009,79.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2010,2010,80.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2011,2011,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2012,2012,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2013,2013,80.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2014,2014,81.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2015,2015,81.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2016,2016,81.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2017,2017,81.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2018,2018,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2019,2019,81.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,PRT,Portugal,2020,2020,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2005,2005,74.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2006,2006,74.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2007,2007,74.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2008,2008,74.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2009,2009,75.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2010,2010,75.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2011,2011,76.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2012,2012,76.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2013,2013,76.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2014,2014,77,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2015,2015,76.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2016,2016,77.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2017,2017,77.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2018,2018,77.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2019,2019,77.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SVK,Slovak Republic,2020,2020,77,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2005,2005,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2006,2006,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2007,2007,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2008,2008,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2009,2009,81.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2010,2010,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2011,2011,82.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2012,2012,82.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2013,2013,83.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2014,2014,83.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2015,2015,83,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2016,2016,83.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2017,2017,83.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2018,2018,83.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2019,2019,84,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ESP,Spain,2020,2020,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2005,2005,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2006,2006,81,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2007,2007,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2008,2008,81.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2009,2009,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2010,2010,81.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2011,2011,81.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2012,2012,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2013,2013,82,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2014,2014,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2015,2015,82.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2016,2016,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2017,2017,82.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2018,2018,82.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2019,2019,83.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,SWE,Sweden,2020,2020,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2005,2005,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2006,2006,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2007,2007,82,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2008,2008,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2009,2009,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2010,2010,82.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2011,2011,82.8,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2012,2012,82.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2013,2013,82.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2014,2014,83.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2015,2015,83,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2016,2016,83.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2017,2017,83.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2018,2018,83.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2019,2019,84,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHE,Switzerland,2020,2020,83.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2005,2005,73.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2006,2006,73.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2007,2007,73.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2008,2008,73.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2009,2009,74.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2010,2010,74.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2011,2011,74.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2012,2012,74.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2013,2013,78,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2014,2014,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2015,2015,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2016,2016,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2017,2017,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2018,2018,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,TUR,Türkiye,2019,2019,78.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2005,2005,79.2,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2006,2006,79.5,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2007,2007,79.7,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2008,2008,79.8,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2009,2009,80.4,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2010,2010,80.6,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2011,2011,81,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2012,2012,81,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2013,2013,81.1,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2014,2014,81.4,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2015,2015,81,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2016,2016,81.2,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2017,2017,81.3,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2018,2018,81.3,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2019,2019,81.4,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,GBR,United Kingdom,2020,2020,80.4,E,Estimated value
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2005,2005,77.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2006,2006,77.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2007,2007,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2008,2008,78.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2009,2009,78.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2010,2010,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2011,2011,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2012,2012,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2013,2013,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2014,2014,78.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2015,2015,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2016,2016,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2017,2017,78.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2018,2018,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2019,2019,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,USA,United States,2020,2020,77,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2005,2005,71.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2006,2006,72.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2007,2007,72.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2008,2008,73,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2009,2009,73.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2010,2010,73.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2011,2011,73.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2012,2012,74.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2013,2013,74.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2014,2014,74.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2015,2015,75,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2016,2016,75.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2017,2017,75.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2018,2018,75.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2019,2019,75.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,BRA,Brazil,2020,2020,76.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2005,2005,77.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2006,2006,77.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2007,2007,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2008,2008,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2009,2009,78.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2010,2010,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2011,2011,79,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2012,2012,79.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2013,2013,79.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2014,2014,79.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2015,2015,79.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2016,2016,80,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2017,2017,80.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2018,2018,80.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2019,2019,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHL,Chile,2020,2020,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2005,2005,73,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2006,2006,73.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2007,2007,73.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2008,2008,73.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2009,2009,74.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2010,2010,74.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2011,2011,74.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2012,2012,75,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2013,2013,75.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2014,2014,75.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2015,2015,75.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2016,2016,76.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2017,2017,76.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2018,2018,76.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2019,2019,76.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,CHN,China (People's Republic of),2020,2020,77.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2005,2005,73,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2006,2006,73.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2007,2007,73.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2008,2008,74.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2009,2009,75.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2010,2010,76,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2011,2011,76.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2012,2012,76.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2013,2013,77.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2014,2014,77.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2015,2015,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2016,2016,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2017,2017,78.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2018,2018,78.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2019,2019,79,,
EVIETOTA,Total population at birth,EVIDUREV,Years,EST,Estonia,2020,2020,78.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2005,2005,64.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2006,2006,64.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2007,2007,65.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2008,2008,65.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2009,2009,66.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2010,2010,66.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2011,2011,67.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2012,2012,67.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2013,2013,67.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2014,2014,68.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2015,2015,68.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2016,2016,68.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2017,2017,69.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2018,2018,69.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2019,2019,69.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IND,India,2020,2020,69.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2005,2005,67.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2006,2006,67.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2007,2007,68.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2008,2008,68.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2009,2009,68.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2010,2010,69.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2011,2011,69.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2012,2012,69.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2013,2013,70.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2014,2014,70.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2015,2015,70.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2016,2016,71,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2017,2017,71.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2018,2018,71.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2019,2019,71.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IDN,Indonesia,2020,2020,71.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2005,2005,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2006,2006,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2007,2007,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2008,2008,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2009,2009,81.5,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2010,2010,81.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2011,2011,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2012,2012,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2013,2013,82.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2014,2014,82.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2015,2015,82.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2016,2016,82.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2017,2017,82.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2018,2018,82.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2019,2019,82.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISR,Israel,2020,2020,82.7,,
