"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CZE","Czech Republic","2019","2019","USD","US Dollar","0","Units",,,3272.224,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CZE","Czech Republic","2020","2020","USD","US Dollar","0","Units",,,3805.143,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2010","2010","USD","US Dollar","0","Units",,,843.633,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2011","2011","USD","US Dollar","0","Units",,,888.309,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2012","2012","USD","US Dollar","0","Units",,,894.741,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2013","2013","USD","US Dollar","0","Units",,,947.74,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2014","2014","USD","US Dollar","0","Units",,,1006.772,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2015","2015","USD","US Dollar","0","Units",,,1040.108,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2016","2016","USD","US Dollar","0","Units",,,1128.754,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2017","2017","USD","US Dollar","0","Units",,,1175.655,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2018","2018","USD","US Dollar","0","Units",,,1205.305,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2019","2019","USD","US Dollar","0","Units",,,1231.634,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","TUR","Türkiye","2020","2020","USD","US Dollar","0","Units",,,1304.709,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2010","2010","USD","US Dollar","0","Units",,,2580.158,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2011","2011","USD","US Dollar","0","Units",,,2457.491,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2012","2012","USD","US Dollar","0","Units",,,2420.856,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2013","2013","USD","US Dollar","0","Units",,,2504.162,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2014","2014","USD","US Dollar","0","Units",,,2537.592,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2015","2015","USD","US Dollar","0","Units",,,2635.561,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2016","2016","USD","US Dollar","0","Units",,,2815.177,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2017","2017","USD","US Dollar","0","Units",,,2906.395,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2018","2018","USD","US Dollar","0","Units",,,3134.128,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2019","2019","USD","US Dollar","0","Units",,,3223.676,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2020","2020","USD","US Dollar","0","Units",,,3348.203,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","PRT","Portugal","2021","2021","USD","US Dollar","0","Units",,,3816.374,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2010","2010","USD","US Dollar","0","Units",,,2737.508,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2011","2011","USD","US Dollar","0","Units",,,2733.946,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2012","2012","USD","US Dollar","0","Units",,,2728.146,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2013","2013","USD","US Dollar","0","Units",,,2764.132,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2014","2014","USD","US Dollar","0","Units",,,2857.713,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2015","2015","USD","US Dollar","0","Units",,,3019.562,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2016","2016","USD","US Dollar","0","Units",,,3148.684,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2017","2017","USD","US Dollar","0","Units",,,3317.935,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2018","2018","USD","US Dollar","0","Units",,,3427.341,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2019","2019","USD","US Dollar","0","Units",,,3522.767,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","ESP","Spain","2020","2020","USD","US Dollar","0","Units",,,3718.054,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2010","2010","USD","US Dollar","0","Units",,,3431.157,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2011","2011","USD","US Dollar","0","Units",,,4459.517,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2012","2012","USD","US Dollar","0","Units",,,4679.65,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2013","2013","USD","US Dollar","0","Units",,,4731.983,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2014","2014","USD","US Dollar","0","Units",,,4865.516,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2015","2015","USD","US Dollar","0","Units",,,5004.13,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2016","2016","USD","US Dollar","0","Units",,,5127.577,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2017","2017","USD","US Dollar","0","Units",,,5219.411,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2018","2018","USD","US Dollar","0","Units",,,5419.273,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2019","2019","USD","US Dollar","0","Units",,,5387.733,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2020","2020","USD","US Dollar","0","Units",,,5757.291,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SWE","Sweden","2021","2021","USD","US Dollar","0","Units",,,6262.31,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2010","2010","USD","US Dollar","0","Units",,,4423.07,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2011","2011","USD","US Dollar","0","Units",,,4566.678,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2012","2012","USD","US Dollar","0","Units",,,4745.546,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2013","2013","USD","US Dollar","0","Units",,,4951.677,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2014","2014","USD","US Dollar","0","Units",,,5151.709,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2015","2015","USD","US Dollar","0","Units",,,5295.975,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2016","2016","USD","US Dollar","0","Units",,,5669.064,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2017","2017","USD","US Dollar","0","Units",,,5970.163,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2018","2018","USD","US Dollar","0","Units",,,6281.84,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2019","2019","USD","US Dollar","0","Units",,,6407.928,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2020","2020","USD","US Dollar","0","Units",,,6938.983,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","DEU","Germany","2021","2021","USD","US Dollar","0","Units",,,7382.634,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2010","2010","USD","US Dollar","0","Units",,,2319.451,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2011","2011","USD","US Dollar","0","Units",,,2376.637,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2012","2012","USD","US Dollar","0","Units",,,2431.003,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2013","2013","USD","US Dollar","0","Units",,,2495.279,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2014","2014","USD","US Dollar","0","Units",,,2499.108,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2015","2015","USD","US Dollar","0","Units",,,2579.281,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2016","2016","USD","US Dollar","0","Units",,,2738.221,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2017","2017","USD","US Dollar","0","Units",,,2832.649,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2018","2018","USD","US Dollar","0","Units",,,3045.106,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2019","2019","USD","US Dollar","0","Units",,,3221.895,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVN","Slovenia","2020","2020","USD","US Dollar","0","Units",,,3497.545,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2010","2010","USD","US Dollar","0","Units",,,2011.258,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2011","2011","USD","US Dollar","0","Units",,,1974.761,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2012","2012","USD","US Dollar","0","Units",,,2097.401,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2013","2013","USD","US Dollar","0","Units",,,2153.698,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2014","2014","USD","US Dollar","0","Units",,,2010.11,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2015","2015","USD","US Dollar","0","Units",,,2059.132,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2016","2016","USD","US Dollar","0","Units",,,2039.611,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2017","2017","USD","US Dollar","0","Units",,,1974.466,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2018","2018","USD","US Dollar","0","Units",,,2008.975,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2019","2019","USD","US Dollar","0","Units",,,2115.452,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","SVK","Slovak Republic","2020","2020","USD","US Dollar","0","Units",,,2134.307,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2010","2010","USD","US Dollar","0","Units",,,4258.99,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2011","2011","USD","US Dollar","0","Units",,,4345.158,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2012","2012","USD","US Dollar","0","Units",,,4588.344,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2013","2013","USD","US Dollar","0","Units",,,4767.083,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2014","2014","USD","US Dollar","0","Units",,,4858.332,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2015","2015","USD","US Dollar","0","Units",,,4943.516,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2016","2016","USD","US Dollar","0","Units",,,5195.532,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2017","2017","USD","US Dollar","0","Units",,,5315.355,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2018","2018","USD","US Dollar","0","Units",,,5518.538,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2019","2019","USD","US Dollar","0","Units",,,5624.014,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2020","2020","USD","US Dollar","0","Units",,,5882.745,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","AUT","Austria","2021","2021","USD","US Dollar","0","Units",,,6693.307,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2011","2011","USD","US Dollar","0","Units",,,1176.161,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2012","2012","USD","US Dollar","0","Units",,,1218.357,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2013","2013","USD","US Dollar","0","Units",,,1238.096,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2014","2014","USD","US Dollar","0","Units",,,1312.446,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2015","2015","USD","US Dollar","0","Units",,,1382.59,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2016","2016","USD","US Dollar","0","Units",,,1413.267,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2017","2017","USD","US Dollar","0","Units",,,1445.438,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2018","2018","USD","US Dollar","0","Units",,,1529.721,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2019","2019","USD","US Dollar","0","Units",,,1556.168,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CRI","Costa Rica","2020","2020","USD","US Dollar","0","Units",,,1622.353,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2010","2010","USD","US Dollar","0","Units",,,1423.409,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2011","2011","USD","US Dollar","0","Units",,,1496.615,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2012","2012","USD","US Dollar","0","Units",,,1578.599,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2013","2013","USD","US Dollar","0","Units",,,1670.783,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2014","2014","USD","US Dollar","0","Units",,,1687.056,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2015","2015","USD","US Dollar","0","Units",,,1818.883,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2016","2016","USD","US Dollar","0","Units",,,1959.094,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2017","2017","USD","US Dollar","0","Units",,,2062.735,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2018","2018","USD","US Dollar","0","Units",,,2106.662,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2019","2019","USD","US Dollar","0","Units",,,2232.347,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2020","2020","USD","US Dollar","0","Units",,,2286.111,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","POL","Poland","2021","2021","USD","US Dollar","0","Units",,,2567.724,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2011","2011","USD","US Dollar","0","Units",,,438.725,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2012","2012","USD","US Dollar","0","Units",,,508.815,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2013","2013","USD","US Dollar","0","Units",,,561.66,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2014","2014","USD","US Dollar","0","Units",,,595.513,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2015","2015","USD","US Dollar","0","Units",,,635.149,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2016","2016","USD","US Dollar","0","Units",,,668.096,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2017","2017","USD","US Dollar","0","Units",,,730.375,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2018","2018","USD","US Dollar","0","Units",,,810.568,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","CHN","China (People's Republic of)","2019","2019","USD","US Dollar","0","Units",,,894.357,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NZL","New Zealand","2010","2010","USD","US Dollar","0","Units",,,3042.696,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NZL","New Zealand","2011","2011","USD","US Dollar","0","Units",,,3132.309,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NZL","New Zealand","2012","2012","USD","US Dollar","0","Units",,,3240.034,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NZL","New Zealand","2013","2013","USD","US Dollar","0","Units",,,3388.248,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NZL","New Zealand","2014","2014","USD","US Dollar","0","Units",,,3490.835,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NZL","New Zealand","2015","2015","USD","US Dollar","0","Units",,,3500.719,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NZL","New Zealand","2016","2016","USD","US Dollar","0","Units",,,3732.589,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","NZL","New Zealand","2017","2017","USD","US Dollar","0","Units",,,3842.325,"P","Provisional value"
