HF,Financing scheme,HC,Function,HP,Provider,MEASURE,Measure,LOCATION,Country,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2010,2010,USD,US Dollar,0,Units,,,72.925,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2011,2011,USD,US Dollar,0,Units,,,79.36,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2012,2012,USD,US Dollar,0,Units,,,86.34,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2013,2013,USD,US Dollar,0,Units,,,88.459,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2014,2014,USD,US Dollar,0,Units,,,87.045,B,Break
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2015,2015,USD,US Dollar,0,Units,,,94.63,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2016,2016,USD,US Dollar,0,Units,,,98.014,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2017,2017,USD,US Dollar,0,Units,,,95.574,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2018,2018,USD,US Dollar,0,Units,,,98.694,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2019,2019,USD,US Dollar,0,Units,,,107.824,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SVN,Slovenia,2020,2020,USD,US Dollar,0,Units,,,109.03,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2005,2005,USD,US Dollar,0,Units,,,65.058,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2006,2006,USD,US Dollar,0,Units,,,78.409,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2007,2007,USD,US Dollar,0,Units,,,124.603,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2008,2008,USD,US Dollar,0,Units,,,104.571,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2009,2009,USD,US Dollar,0,Units,,,75.276,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2010,2010,USD,US Dollar,0,Units,,,83.62,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2011,2011,USD,US Dollar,0,Units,,,105.934,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2012,2012,USD,US Dollar,0,Units,,,113.112,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2013,2013,USD,US Dollar,0,Units,,,148.566,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2014,2014,USD,US Dollar,0,Units,,,144.957,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2015,2015,USD,US Dollar,0,Units,,,153.638,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2016,2016,USD,US Dollar,0,Units,,,153.071,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2017,2017,USD,US Dollar,0,Units,,,160.981,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2018,2018,USD,US Dollar,0,Units,,,185.333,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2019,2019,USD,US Dollar,0,Units,,,211.244,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",LVA,Latvia,2020,2020,USD,US Dollar,0,Units,,,267.65,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2005,2005,USD,US Dollar,0,Units,,,139.026,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2006,2006,USD,US Dollar,0,Units,,,147.729,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2007,2007,USD,US Dollar,0,Units,,,159.147,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2008,2008,USD,US Dollar,0,Units,,,173.949,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2009,2009,USD,US Dollar,0,Units,,,180.71,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2010,2010,USD,US Dollar,0,Units,,,226.144,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2011,2011,USD,US Dollar,0,Units,,,218.713,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2012,2012,USD,US Dollar,0,Units,,,220.031,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2013,2013,USD,US Dollar,0,Units,,,226.823,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2014,2014,USD,US Dollar,0,Units,,,224.165,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2015,2015,USD,US Dollar,0,Units,,,218.291,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2016,2016,USD,US Dollar,0,Units,,,243.012,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2017,2017,USD,US Dollar,0,Units,,,262.528,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2018,2018,USD,US Dollar,0,Units,,,285.371,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2019,2019,USD,US Dollar,0,Units,,,317.701,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CYP,Cyprus,2020,2020,USD,US Dollar,0,Units,,,347.781,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2005,2005,USD,US Dollar,0,Units,,,538.963,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2006,2006,USD,US Dollar,0,Units,,,550.838,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2007,2007,USD,US Dollar,0,Units,,,568.525,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2008,2008,USD,US Dollar,0,Units,,,557.792,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2009,2009,USD,US Dollar,0,Units,,,543.129,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2010,2010,USD,US Dollar,0,Units,,,556.776,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2011,2011,USD,US Dollar,0,Units,,,576.062,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2012,2012,USD,US Dollar,0,Units,,,586.05,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2013,2013,USD,US Dollar,0,Units,,,598.944,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2014,2014,USD,US Dollar,0,Units,,,616.324,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2015,2015,USD,US Dollar,0,Units,,,624.019,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2016,2016,USD,US Dollar,0,Units,,,637.18,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2017,2017,USD,US Dollar,0,Units,,,683.062,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2018,2018,USD,US Dollar,0,Units,,,686.827,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2019,2019,USD,US Dollar,0,Units,,,661.315,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",NOR,Norway,2020,2020,USD,US Dollar,0,Units,,,682.107,P,Provisional value
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2012,2012,USD,US Dollar,0,Units,,,266.438,B,Break
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2013,2013,USD,US Dollar,0,Units,,,264.547,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2014,2014,USD,US Dollar,0,Units,,,262.153,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2015,2015,USD,US Dollar,0,Units,,,253.139,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2016,2016,USD,US Dollar,0,Units,,,268.781,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2017,2017,USD,US Dollar,0,Units,,,276.253,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2018,2018,USD,US Dollar,0,Units,,,284.211,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2019,2019,USD,US Dollar,0,Units,,,294.077,B,Break
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",ITA,Italy,2020,2020,USD,US Dollar,0,Units,,,314.369,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2005,2005,USD,US Dollar,0,Units,,,557.183,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2006,2006,USD,US Dollar,0,Units,,,579.162,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2007,2007,USD,US Dollar,0,Units,,,592.961,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2008,2008,USD,US Dollar,0,Units,,,608.363,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2009,2009,USD,US Dollar,0,Units,,,599.535,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2010,2010,USD,US Dollar,0,Units,,,598.224,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2011,2011,USD,US Dollar,0,Units,,,549.352,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2012,2012,USD,US Dollar,0,Units,,,512.257,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2013,2013,USD,US Dollar,0,Units,,,504.691,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2014,2014,USD,US Dollar,0,Units,,,506.557,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2015,2015,USD,US Dollar,0,Units,,,527.113,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2016,2016,USD,US Dollar,0,Units,,,551.913,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2017,2017,USD,US Dollar,0,Units,,,564.166,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2018,2018,USD,US Dollar,0,Units,,,595.894,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2019,2019,USD,US Dollar,0,Units,,,615.84,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",PRT,Portugal,2020,2020,USD,US Dollar,0,Units,,,661.507,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2005,2005,USD,US Dollar,0,Units,,,107.836,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2006,2006,USD,US Dollar,0,Units,,,118.231,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2007,2007,USD,US Dollar,0,Units,,,125.94,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2008,2008,USD,US Dollar,0,Units,,,129.125,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2009,2009,USD,US Dollar,0,Units,,,133.439,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2010,2010,USD,US Dollar,0,Units,,,137.261,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2011,2011,USD,US Dollar,0,Units,,,135.719,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2012,2012,USD,US Dollar,0,Units,,,144.005,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2013,2013,USD,US Dollar,0,Units,,,149.28,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2014,2014,USD,US Dollar,0,Units,,,148.211,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2015,2015,USD,US Dollar,0,Units,,,149.854,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2016,2016,USD,US Dollar,0,Units,,,156.869,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2017,2017,USD,US Dollar,0,Units,,,158.06,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2018,2018,USD,US Dollar,0,Units,,,166.227,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2019,2019,USD,US Dollar,0,Units,,,169.739,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",AUT,Austria,2020,2020,USD,US Dollar,0,Units,,,178.914,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2005,2005,USD,US Dollar,0,Units,,,140.413,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2006,2006,USD,US Dollar,0,Units,,,140.097,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2007,2007,USD,US Dollar,0,Units,,,147.105,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2008,2008,USD,US Dollar,0,Units,,,165.42,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2009,2009,USD,US Dollar,0,Units,,,157.79,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2010,2010,USD,US Dollar,0,Units,,,149.268,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2011,2011,USD,US Dollar,0,Units,,,164.546,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2012,2012,USD,US Dollar,0,Units,,,167.283,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2013,2013,USD,US Dollar,0,Units,,,186.505,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2014,2014,USD,US Dollar,0,Units,,,189.168,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2015,2015,USD,US Dollar,0,Units,,,186.246,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2016,2016,USD,US Dollar,0,Units,,,192.577,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2017,2017,USD,US Dollar,0,Units,,,209.008,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2018,2018,USD,US Dollar,0,Units,,,225.494,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2019,2019,USD,US Dollar,0,Units,,,234.298,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",SWE,Sweden,2020,2020,USD,US Dollar,0,Units,,,283.727,P,Provisional value
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2005,2005,USD,US Dollar,0,Units,,,207.678,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2006,2006,USD,US Dollar,0,Units,,,108.288,B,Break
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2007,2007,USD,US Dollar,0,Units,,,116.071,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2008,2008,USD,US Dollar,0,Units,,,123.753,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2009,2009,USD,US Dollar,0,Units,,,131.692,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2010,2010,USD,US Dollar,0,Units,,,140.744,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2011,2011,USD,US Dollar,0,Units,,,154.578,B,Break
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2012,2012,USD,US Dollar,0,Units,,,157.947,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2013,2013,USD,US Dollar,0,Units,,,160.103,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2014,2014,USD,US Dollar,0,Units,,,165.548,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2015,2015,USD,US Dollar,0,Units,,,159.824,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2016,2016,USD,US Dollar,0,Units,,,173.96,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2017,2017,USD,US Dollar,0,Units,,,180.029,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2018,2018,USD,US Dollar,0,Units,,,180.894,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2019,2019,USD,US Dollar,0,Units,,,183.825,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CAN,Canada,2020,2020,USD,US Dollar,0,Units,,,194.337,D; P,Difference in methodology; Provisional value
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CHL,Chile,2019,2019,USD,US Dollar,0,Units,,,119.903,D,Difference in methodology
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",CHL,Chile,2020,2020,USD,US Dollar,0,Units,,,118.539,D,Difference in methodology
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",DEU,Germany,2005,2005,USD,US Dollar,0,Units,,,156.685,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",DEU,Germany,2006,2006,USD,US Dollar,0,Units,,,161.473,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",DEU,Germany,2007,2007,USD,US Dollar,0,Units,,,170.447,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",DEU,Germany,2008,2008,USD,US Dollar,0,Units,,,184.63,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HPTOT,All providers,PPPPER,"Per capita, current prices, current PPPs",DEU,Germany,2009,2009,USD,US Dollar,0,Units,,,194.789,,
